"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"113664701","13","6470","","ルーキー 1/3","ルーキーサンブンノイチ"
"113664702","13","6470","","トキワ","トキワ"
"113664801","13","6480","","神駄太","カンダタ"
"113664802","13","6480","","オロチ2000","オロチニセン"
"113774901","13","7490","","ネギかも？参式","ヨミカタガワカリマセン"
"113774902","13","7490","","Spilalネギかも","ヨミカタガワカリマセン"
"113775001","13","7500","","スペース1","スペースワン"
"113775002","13","7500","","インファニットミステリー","インファニットミステリー"
"113775101","13","7510","","ミレニアム・リサイクラー","ミレニアムリサイクラー"
"113775102","13","7510","","蕾開花","ライカイカ"
"113775201","13","7520","","燧の三平","ヒウチノサンペイ"
"113775202","13","7520","","∇","ナブラ"
"113775301","13","7530","","トライデント","トライデント"
"113775302","13","7530","","スペースフロンティア","スペースフロンティア"
"113775401","13","7540","","紅2000改","クレナイニセンカイ"
"113775402","13","7540","","K.G.ロボ","ケージーロボ"
"113885501","13","8550","","クールパイン弐號","クールパインニゴウ"
"113885502","13","8550","","E-50-","エコ"
"113885601","13","8560","","あしながおじさん","アシナガオジサン"
"113885602","13","8560","","NEW FRONTER","ニューフロンティア"
"113885701","13","8570","","プリティー卵舞王","プリティーランブオウ"
"113885702","13","8570","","ガシャーン","ガシャーン"
"113885801","13","8580","A","ドラゴンフィーバー","ドラゴンフィーバー"
"113885802","13","8580","B","from長崎","フロームナガサキ"
"113885901","13","8590","","南風","ミナミカゼ"
"113885902","13","8590","","のぼりんピック.com","ノボリンピックドットコム"
"113886001","13","8600","","EARTH","アース"
"113886002","13","8600","","エンドミル2000","エンドミルニセン"
"113886101","13","8610","A","IMPERIO","インペリオ"
"113886102","13","8610","B","SAOSSA","サオッサ"
"113886201","13","8620","","アームストロング","アームストロング"
"113886202","13","8620","","Just A Moment","ジャストアモーメント"
"113886301","13","8630","","スペイスマン2K","スペイスマンツーケー"
"113886302","13","8630","","Siegfried","ジークフリード"
"114110101","14","1010","B","BELL FLOWER","ベルフラワー"
"114110102","14","1010","A","grasp","グラスプ"
"114110201","14","1020","","セコイヤ","セコイヤ"
"114110202","14","1020","","Greedy","グリーディ"
"114110301","14","1030","","筒三たてる","ツツミタテル"
"114110302","14","1030","","輝炎","キエン"
"114110401","14","1040","","Dive to Cake","ダイブトゥーケーキ"
"114110402","14","1040","","Essen","エッセン"
"114110501","14","1050","","フレーマー・フレーマー","フレーマーフレーマー"
"114110502","14","1050","","main(void)","メインボイド"
"114220601","14","2060","","MスタイルKスペック","エムスタイルケイスペック"
"114220602","14","2060","","NoReckless","ノーレックレス"
"114220701","14","2070","A","D.N.A.機楽","ディーエヌエーキラク"
"114220702","14","2070","B","昇火機","ショウカキ"
"114220801","14","2080","A","Rush Worker","ラッシュワーカー"
"114220802","14","2080","B","INCOT","インコット"
"114220901","14","2090","","C・REMOVER","キャンドルリムーバー"
"114220902","14","2090","","primer","プライマー"
"114221001","14","2100","","transfix","トランスフィックス"
"114221002","14","2100","","N204-B","エヌニーマルヨンビー"
"114221101","14","2110","","E","イー"
"114221102","14","2110","","Maclaurin","マクローリン"
"114221201","14","2120","","頂点頂！","チョウテンイタダキ"
"114221202","14","2120","","Aｌ壁　～the炎王～","テッペキホノオワン"
"114331301","14","3130","","Robolution","ロボリューション"
"114331302","14","3130","","アーサー","アーサー"
"114331401","14","3140","","ProjectV1","プロジェクトブイワン"
"114331402","14","3140","","誕生日的贈呈箱","プレゼントボックス"
"114331501","14","3150","","Circular☆C","サーキュラーシー"
"114331502","14","3150","","ぱごだ","パコダ"
"114331601","14","3160","","GO腕","ゴーワン"
"114331602","14","3160","","DF","ディーエフ"
"114331701","14","3170","","MAST&SKY-HAT","マストアンドスカイハット"
"114331702","14","3170","","カブ虫","カブチュウ"
"114331801","14","3180","","魁","サキガケ"
"114331802","14","3180","","CORRECTNESS","コレクトネス"
"114331901","14","3190","","BigM型wing","ビッグエムガタウィング"
"114331902","14","3190","","ネットウ高志炎","ネットウコウシエン"
"114332001","14","3200","","釈迦力！！夢工房","シャカリキユメコウボウ"
"114332002","14","3200","","T=time","ティータイム"
"114332101","14","3210","","点取'S","テトリズ"
"114332102","14","3210","","土壇場turn","ドタンバターン"
"114332301","14","3230","","やったぜ職人芸","ヤッタゼショクニンゲイ"
"114332302","14","3230","","すってん☆ころりん","スッテンコロリン"
"114442401","14","4240","","MAX108","マイックスワンオーエイト"
"114442402","14","4240","","Mt.TSU-RU-GI","マウントツルギ"
"114442501","14","4250","","蝋燭魔神バースデー","ロウソクマシンバースデー"
"114442502","14","4250","","エクセル","エクセル"
"114442601","14","4260","","MAI","エムエイアイ"
"114442602","14","4260","","大車輪","ダイシャリン"
"114442701","14","4270","","Fishers","フィッシャーズ"
"114442702","14","4270","","風来坊","フウライボウ"
"114442801","14","4280","","くろばこ２００１","クロバコニセンイチ"
"114442802","14","4280","","タワーフォース","タワーフォース"
"114442901","14","4290","","我立棒","ガリバー"
"114442902","14","4290","","DreamFactory","ドリームファクトリー"
"114443001","14","4300","","赤点","アカテン"
"114443002","14","4300","","チャレンジャーM","チャンレンジャーエム"
"114443101","14","4310","","P・Higher","ピーハイヤー"
"114443102","14","4310","","点火無敵","テンカムテキ"
"114443201","14","4320","","ソク立てス","ソクタテス"
"114443202","14","4320","","マチコさん","マチコサン"
"114443301","14","4330","","似而非再従兄弟七五三男","エヒハトコシメオ"
"114443302","14","4330","","シーグルTYPE－もへ","シーグルタイプモヘ"
"114553401","14","5340","A","STRENGTH","ストレングス"
"114553402","14","5340","B","一鶴千金","イッカクセンキン"
"114553501","14","5350","A","Pattern","パテーン"
"114553502","14","5350","B","CANDLE LIFE","キャンドルライフ"
"114553601","14","5360","A","beaver","ビーバー"
"114553602","14","5360","B","PALAESTRA","パレストラ"
"114553701","14","5370","A","ちぇんじろう","チェンジロウ"
"114553702","14","5370","B","五龍","ウーロン"
"114553801","14","5380","A","2001年宇宙の族","ニセンイチネンウチュウノゾク"
"114553802","14","5380","B","THE・TORCH","ザトーチ"
"114553901","14","5390","A","age of 40","エイジオブフォーティー"
"114553902","14","5390","B","Fellow","フェロー"
"114554001","14","5400","A","にら隆と風船","ニラタカシトフウセン"
"114554002","14","5400","B","んぎっしりぎっしり","ンギッシリギッシリ"
"114664101","14","6410","","RAKEX","レイクス"
"114664102","14","6410","","技あり一本","ワザアリイッポン"
"114664201","14","6420","","ジャックと辻の木","ジャックトツジノキ"
"114664202","14","6420","","プレゼントBOX","プレゼントボックス"
"114664301","14","6430","","らせん","ラセン"
"114664302","14","6430","","はなメガネ","ハナメガネ"
"114664401","14","6440","","聞いてね！キリンさん","キイテネキリンサン"
"114664402","14","6440","","維新","イシン"
"114664501","14","6450","","新世紀壱号","シンセイキイチゴウ"
"114664502","14","6450","","百万一心","ヒャクマンイッシン"
"114664601","14","6460","","けえき回復中（笑）","ケエキカイフクチュウ"
"114664602","14","6460","","Sid Bird","サイドハード"
"114664701","14","6470","","ギャンブラー☆マッチーン","ギャンブラーマッチーン"
"114664702","14","6470","","Hiraki","ヒラキ"
"114664801","14","6480","","ハッピーフォーク","ハッピーフォーク"
"114664802","14","6480","","オロチ３兄弟","オロチサンキョウダイ"
"114774901","14","7490","","浪漫堤燈～瀬戸際の花嫁","ロマンチョウチンセトギワノハナヨメ"
"114774902","14","7490","","ネギかも？MANA","ネギカモマナ"
"114775001","14","7500","","天地無用","テンチムヨウ"
"114775002","14","7500","","とっぽりがっぽり","ドッポリガッポリ"
"114775101","14","7510","","チャレンジャー","チャレンジャー"
"114775102","14","7510","","海里","カイリ"
"114775201","14","7520","","愛媛新居浜","エヒメニイハマ"
"114775202","14","7520","","ウィンサボット","ウィンサボット"
"114775301","14","7530","","Supider","スパイダー"
"114775302","14","7530","","Perfect End","パーフェクトエンド"
"114775401","14","7540","A","TOKI9","トキナイン"
"114775402","14","7540","B","走攻者","ソウコウシャ"
"114885501","14","8550","A","つよいぞぉ","ツヨイゾォ"
"114885502","14","8550","B","すごいぞぉ","スゴイゾォ"
"114885601","14","8560","","轍 -Wadachi-","ワダチ"
"114885602","14","8560","","インディ号","インディゴウ"
"114885701","14","8570","A","大分高専車","オオイタコウセンシャ"
"114885702","14","8570","B","大分トリコミータ","オオイタトリコミータ"
"114885801","14","8580","A","Moon Walker","ムーンウォーカー"
"114885802","14","8580","B","ME号","ミーゴ"
"114885901","14","8590","A","キャンドルハンター","キャンドルハンター"
"114885902","14","8590","B","Greedy","グリーディー"
"114886001","14","8600","","GAMBLER","ギャンブラー"
"114886002","14","8600","","塔閃狂","トウセンキョウ"
"114886101","14","8610","A","e-SAURUS","イーザウルス"
"114886102","14","8610","B","飛躍的景気上昇機","ケーキアッパーズ"
"114886201","14","8620","","「ぶきようですから」","ブキヨウデスカラ"
"114886202","14","8620","","縦立て掛け太郎","タテタテカケタロウ"
"114886301","14","8630","","昇陽","ショウヨウ"
"114886302","14","8630","","おいどんは桜島","オイドンハサクラジマ"
"115110101","15","1010","A","Master Plan","マスタープラン"
"115110102","15","1010","B","the jail","ザジェイル"
"115110201","15","1020","","どきません勝つまでは","ドキマセンカツマデハ"
"115110202","15","1020","","ガーリック","ガーリック"
"115110301","15","1030","","取楽台","トラクター"
"115110302","15","1030","","羽橋わたる","ハネバシワタル"
"115110401","15","1040","","樽前ジャンパー","タルマエジャンパー"
"115110402","15","1040","","トゥルム　トレーガー","トゥルムトレーガー"
"115110501","15","1050","","BOX 1","ボックスワン"
"115110502","15","1050","","from プレハブ","フロムプレハブ"
